Course Code,Course Name,TK,AKTS,Type,Class Type,Instructor Name,Semester
BIMU4032,Derleyici Tasarımı,3,5,Seçmeli,Ders,Doç. Dr. Eylem YÜCEL DEMİREL,7
BIMU4088,Introduction to Machine Learning,3,5,Seçmeli,Ders,Dr. Öğr. Ü. Muhammed Erdem İSENKUL,7
BIMU4030,Bilgisayar Aritmetiği,3,5,Seçmeli,Ders,Prof. Dr. Ahmet SERTBAŞ,7
BIMU4091,Neural Networks,3,5,Seçmeli,Ders,Doç. Dr. Sibel SENAN,7
BIMU4099,Prompt Engineering,3,5,Seçmeli,Ders,Dr. Öğr. Ü. Muhammed Erdem İSENKUL,7
BIMU4074,Scripting Languages,3,5,Seçmeli,Ders,Dr. Öğr. Ü. Mustafa DAĞTEKİN,7
BIMU4084,Mobile Programming,3,5,Seçmeli,Ders,Dr. Öğr. Ü. Özgür Can TURNA,7
BIMU4090,Yöneylem Araştırması,3,5,Seçmeli,Ders,Prof. Dr. Selçuk SEVGEN,7
BIMU4085,Web Engineering,3,5,Seçmeli,Ders,Öğr. Gör. Dr. Enes ALTUNCU,8
BIMU4094,Gömülü Sistemler ve Uygulamları,3,5,Seçmeli,Ders,Dr. Öğr. Ü. Fatih KELEŞ,8
BIMU4044,VLSI Design,3,5,Seçmeli,Ders,Dr. Öğr. Ü. Nihal ALTUNTAŞ,8
BIMU4095,Object Oriented Analysis and Design,3,5,Seçmeli,Ders,Prof. Dr. Zeynep ORMAN,8
BIMU4078,Information Technology Management and Standards,3,5,Seçmeli,Ders,Araş. Gör. Dr. Mehmet Deniz DEMİRCİ,8
BIMU4100,Ağ İletişim Teknolojileri,3,5,Seçmeli,Ders,Dr. Öğr. Ü. Özgür Can TURNA,8
BIMU4042,Special Topics on Computer Networks,3,5,Seçmeli,Ders,Dr. Öğr. Ü. Şafak DURUKAN ODABAŞI,8
BIMU4093,Bilgisayar Ağlarında Güvenlik,3,5,Seçmeli,Ders,Prof. Dr. Muhammed Ali AYDIN,8
BIMU4087,Finansta Bilişim Teknolojileri,3,5,Seçmeli,Ders,Doç. Dr. Sibel SENAN,8
BIMU4037,Advanced Algorithm Analysis,3,5,Seçmeli,Ders,Öğr. Gör. Dr. Enes ALTUNCU,8
BIMU4097,Bitirme Projesi,2,8,Zorunlu,Uygulamalı Ders,"Tüm Öğretim Üyeleri,",8
MUHORT01,Karmaşık Mühendislik Tasarımı,1,2,Zorunlu,Uygulamalı Ders,"Doç. Dr. Emel ARSLAN,",8
PREP0004,Hazırlık Sınıfı (İngilizce),0,0,Zorunlu,Hazirlik Dersi,manual,0
PFOD0003,Eğitim Psikolojisi,3,4,Seçmeli,Formasyon Dersi,manual,3
PFOD0001,Eğitime Giriş,3,4,Seçmeli,Formasyon Dersi,manual,3
PFOD0002,Öğretim İlke ve Yöntemleri,3,4,Seçmeli,Formasyon Dersi,manual,3
PFOD0004,Öğretim Teknolojileri,2,3,Seçmeli,Formasyon Dersi,manual,3
PFOD0008,Eğitimde Ölçme ve Değerlendirme,3,4,Seçmeli,Formasyon Dersi,manual,4
PFOD0007,Rehberlik ve Özel Eğitim,3,4,Seçmeli,Formasyon Dersi,manual,4
PFOD0005,Sınıf Yönetimi,2,3,Seçmeli,Formasyon Dersi,manual,4
BIMU2090,Staj I,0,2,Zorunlu,Staj,manual,4
BIMU2091,Staj II,0,3,Zorunlu,Staj,manual,4
BIMU4092,Bulanık Mantık,3,5,Seçmeli,Ders,manual,7
BIMU4041,Image Processing,3,5,Seçmeli,Ders,manual,8
ODAI0001,Atatürk İlkeleri ve İnkılap Tarihi I,2,2,Zorunlu,Ortak Ders,manual,1
ODTD0001,Türk Dili I,2,2,Zorunlu,Ortak Ders,manual,1
YUAI0001,Yabancı Öğrenciler İçin Atatürk İlkeleri I,2,2,Seçmeli,Ortak Ders,manual,1
YUTD0001,Yabancı Öğrenciler İçin Türk Dili I,2,2,Seçmeli,Ortak Ders,manual,1
ODGS0001,Güzel Sanatlar I,0,1,Seçmeli,Ortak Ders,manual,1
ODAI0002,Atatürk İlkeleri ve İnkılap Tarihi II,2,2,Zorunlu,Ortak Ders,manual,2
ODGS0002,Güzel Sanatlar II,0,1,Seçmeli,Ortak Ders,manual,2
ODTD0002,Türk Dili II,2,2,Zorunlu,Ortak Ders,manual,2
YUAI0002,Yabancı Öğrenciler İçin Atatürk İlkeleri II,2,2,Seçmeli,Ortak Ders,manual,2
YUTD0002,Yabancı Öğrenciler İçin Türk Dili II,2,2,Seçmeli,Ortak Ders,manual,2
